cnpj;empresa;orgao;exercicio;previsto_maxima;realizado_maxima;desvio_maxima;desvio_maxima_pct;previsto_media;realizado_media;desvio_media;desvio_media_pct;previsto_minima;realizado_minima;desvio_minima;desvio_minima_pct;fre_previsao;fre_realizado;situacao;setor;apelido
00.001.180/0001-26;AXIA ENERGIA S.A.;Conselho de Administração;2023;;1673270.64;;;;1473159.39;;;;1573274.64;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Conselho Fiscal;2023;;146403.75;;;;143009.09;;;;146403.75;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Diretoria Estatutária;2024;;15665277.6;;;;5196344.85;;;;3175319.01;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Conselho de Administração;2024;;1793282.64;;;;1620246.29;;;;1673282.64;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Conselho Fiscal;2024;;151909.09;;;;151045.96;;;;151009.09;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Diretoria Estatutária;2025;;20058297.93;;;;5977898.99;;;;2579532.83;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Conselho de Administração;2025;;1160000.0;;;;1057537.04;;;;1070000.0;;;;2026;so realizado;Utilities;Eletrobras
00.001.180/0001-26;AXIA ENERGIA S.A.;Conselho Fiscal;2025;;156703.43;;;;154369.32;;;;156703.43;;;;2026;so realizado;Utilities;Eletrobras
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2009;;1440000.0;;;;860194.0;;;;420582.0;;;;2012;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2009;;9600.0;;;;4800.0;;;;0.0;;;;2012;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2010;;1440000.0;;;;863911.0;;;;431734.0;;;;2013;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2010;;9600.0;;;;4800.0;;;;0.0;;;;2013;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2011;;1440000.0;;;;926076.0;;;;618229.0;;;;2014;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2011;;83440.0;;;;54973.0;;;;0.0;;;;2014;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2012;;1440000.0;;;;935336.0;;;;500560.0;;;;2015;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2012;;120000.0;;;;80000.0;;;;0.0;;;;2015;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2013;;1261010.0;;;;1010939.0;;;;1112809.0;;;;2016;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2013;;171000.0;;;;172800.0;;;;744000.0;;;;2016;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2014;;1246405.0;;;;1009320.0;;;;701570.0;;;;2017;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2014;;216000.0;;;;201600.0;;;;144000.0;;;;2016;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2015;;2036096.0;;;;1499234.0;;;;814584.0;;;;2018;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2015;;216000.0;;;;201600.0;;;;144000.0;;;;2018;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2016;;2956572.8;;;;2258847.17;;;;998276.57;;;;2019;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2016;;257562.48;;;;205756.25;;;;144000.0;;;;2019;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2017;;4157892.37;;;;3383337.21;;;;1080199.96;;;;2020;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2017;;672000.0;;;;303157.0;;;;172800.0;;;;2020;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2018;;6319727.0;;;;3824958.44;;;;585098.54;;;;2021;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2018;;1052688.0;;;;441848.0;;;;177600.0;;;;2021;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2018;;99396.0;;;;151388.16;;;;76458.0;;;;2021;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2019;;6785396.0;;;;4179393.0;;;;1136692.0;;;;2022;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2019;;1117146.0;;;;508674.0;;;;218880.0;;;;2022;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2019;;191693.0;;;;158788.0;;;;147456.0;;;;2022;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2020;;9889053.92;;;;4672388.97;;;;1934379.77;;;;2023;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2020;;850061.52;;;;475676.23;;;;305640.0;;;;2023;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2020;;159744.0;;;;162179.76;;;;122880.0;;;;2023;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2021;;9495431.83;;;;5386990.88;;;;1182849.57;;;;2024;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2021;;1018837.6;;;;513415.52;;;;384880.0;;;;2024;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2021;;173588.48;;;;151882.56;;;;141029.6;;;;2024;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2022;;9243897.25;;;;7774977.01;;;;7471247.68;;;;2025;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2022;;1141395.2;;;;586896.64;;;;448272.0;;;;2025;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2022;;198570.24;;;;176266.61;;;;165114.8;;;;2025;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2023;;6130466.93;;;;5258548.06;;;;4543630.24;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2023;;1184092.8;;;;629591.14;;;;515512.8;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2023;;217800.0;;;;193340.0;;;;181110.0;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2024;;13899980.38;;;;8538983.62;;;;6451184.66;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2024;;1022346.25;;;;734194.47;;;;699648.4;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2024;;289000.0;;;;256733.33;;;;256733.33;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Diretoria Estatutária;2025;;7518994.01;;;;6265240.72;;;;4686212.1;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho de Administração;2025;;5834898.55;;;;2014067.75;;;;540000.0;;;;2026;so realizado;Retail;Azzas
16.590.234/0001-76;AZZAS 2154 S.A.;Conselho Fiscal;2025;;156000.0;;;;332800.0;;;;156000.0;;;;2026;so realizado;Retail;Azzas
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2009;;6942000.0;;;;2942179.02;;;;926100.0;;;;2011;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2009;;8544000.0;;;;6304842.56;;;;4434813.02;;;;2011;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2009;;176400.0;;;;176400.0;;;;176400.0;;;;2011;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2010;;10413000.0;;;;3740855.58;;;;1226700.0;;;;2011;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2010;;12816000.0;;;;10548148.15;;;;6571857.36;;;;2011;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2010;;176400.0;;;;176400.0;;;;176400.0;;;;2011;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2015;;16200000.0;;;;4987516.64;;;;2165760.0;;;;2018;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2015;;17280000.0;;;;6506779.65;;;;2700000.0;;;;2018;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2015;;176400.0;;;;176400.0;;;;176400.0;;;;2018;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2016;;18900000.0;;;;5912986.22;;;;1234800.0;;;;2019;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2016;;20160000.0;;;;8692669.29;;;;3150000.0;;;;2019;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2016;;264600.0;;;;264600.0;;;;264600.0;;;;2019;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2017;;17775000.0;;;;7679948.37;;;;1234800.0;;;;2020;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2017;;18960000.0;;;;11362791.96;;;;3975000.0;;;;2020;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2017;;264600.0;;;;264600.0;;;;264600.0;;;;2020;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2018;;19619640.0;;;;6406554.9;;;;3074020.0;;;;2021;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2018;;24768000.0;;;;13771961.54;;;;3870000.0;;;;2021;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2018;;216000.0;;;;216000.0;;;;216000.0;;;;2021;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2019;;27080600.0;;;;7356933.96;;;;3119200.0;;;;2022;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2019;;29875200.0;;;;23854153.26;;;;18672000.0;;;;2022;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2019;;216000.0;;;;216000.0;;;;216000.0;;;;2022;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2020;;23764400.0;;;;6821017.51;;;;2707700.0;;;;2023;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2020;;8103000.0;;;;5831849.71;;;;5205000.0;;;;2023;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2020;;216000.0;;;;216000.0;;;;216000.0;;;;2023;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2021;;29323800.0;;;;9280528.61;;;;3673659.0;;;;2024;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2021;;7637100.0;;;;6384648.42;;;;5711500.0;;;;2024;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2021;;216000.0;;;;216000.0;;;;216000.0;;;;2024;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2022;;31417408.0;;;;9091143.99;;;;4096329.6;;;;2025;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2022;;6821174.55;;;;5606224.19;;;;5207254.55;;;;2025;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2022;;236000.0;;;;160951.46;;;;236000.0;;;;2025;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2023;;26455440.0;;;;8251247.59;;;;3217104.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2023;;6606014.55;;;;5527598.55;;;;5196254.55;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2023;;240000.0;;;;153315.79;;;;60000.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2024;;27869107.2;;;;8129597.62;;;;3166944.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2024;;5664384.0;;;;4961892.0;;;;4294752.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2024;;240000.0;;;;151237.71;;;;60000.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Diretoria Estatutária;2025;;33087174.12;;;;7777902.7;;;;3386916.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho de Administração;2025;;6087312.0;;;;4827565.2;;;;4620000.0;;;;2026;so realizado;Financials;Bradesco
60.746.948/0001-12;BCO BRADESCO S.A.;Conselho Fiscal;2025;;490000.0;;;;279820.0;;;;70000.0;;;;2026;so realizado;Financials;Bradesco
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2007;;559601.33;;;;525069.12;;;;417183.01;;;;2010;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2007;;27266.24;;;;27217.63;;;;27266.24;;;;2010;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2007;;27266.24;;;;27266.24;;;;27266.24;;;;2010;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2008;;672884.09;;;;578053.93;;;;552507.0;;;;2011;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2008;;34278.99;;;;34370.23;;;;34278.99;;;;2011;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2008;;34278.99;;;;34278.99;;;;34278.99;;;;2011;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2009;;742075.18;;;;708292.89;;;;588362.51;;;;2012;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2009;;39446.78;;;;39446.78;;;;39446.78;;;;2012;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2009;;39446.78;;;;39446.78;;;;39446.78;;;;2012;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2010;;854882.71;;;;717527.26;;;;666485.53;;;;2013;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2010;;42574.05;;;;42574.05;;;;42574.05;;;;2013;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2010;;42574.05;;;;42574.05;;;;42574.05;;;;2013;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2011;;900057.6;;;;818288.05;;;;702430.7;;;;2014;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2011;;50952.0;;;;50952.0;;;;50952.0;;;;2014;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2011;;50952.0;;;;50952.0;;;;50952.0;;;;2014;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2012;;1505281.82;;;;1431164.29;;;;1185093.58;;;;2015;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2012;;69451.53;;;;55608.49;;;;69451.53;;;;2015;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2012;;69451.53;;;;71199.21;;;;69451.53;;;;2015;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2013;;1531686.31;;;;1267750.33;;;;1379361.75;;;;2016;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2013;;72253.76;;;;72307.16;;;;72253.76;;;;2016;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2013;;72253.76;;;;73337.46;;;;72253.76;;;;2016;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2014;;1824529.64;;;;1362484.06;;;;1409402.62;;;;2017;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2014;;94774.51;;;;78825.16;;;;78166.92;;;;2017;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2014;;78166.92;;;;72689.53;;;;78166.92;;;;2017;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2015;;2005238.38;;;;1475078.84;;;;1422476.08;;;;2018;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2015;;81992.62;;;;79537.28;;;;81992.62;;;;2018;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2015;;81992.62;;;;78036.49;;;;81992.62;;;;2018;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2016;;1652888.45;;;;1320619.91;;;;1150807.1;;;;2019;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2016;;95587.08;;;;81158.28;;;;86303.85;;;;2019;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2016;;86303.85;;;;83843.27;;;;86303.85;;;;2019;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2017;;1761973.1;;;;1255111.3;;;;1090072.24;;;;2020;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2017;;82398.66;;;;80903.19;;;;82398.66;;;;2020;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2017;;82398.66;;;;81023.88;;;;82398.66;;;;2020;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2018;;1758736.37;;;;1405719.41;;;;1095166.85;;;;2021;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2018;;75104.13;;;;71867.18;;;;74921.1;;;;2021;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2018;;75500.7;;;;75329.87;;;;75043.12;;;;2021;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2019;;1372435.43;;;;1271547.43;;;;999361.79;;;;2022;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2019;;48579.74;;;;72128.96;;;;24587.3;;;;2022;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2019;;71382.48;;;;74262.83;;;;71382.48;;;;2022;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2020;;1449159.72;;;;1189002.13;;;;931191.17;;;;2023;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2020;;71079.18;;;;70668.73;;;;71072.26;;;;2023;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2020;;71072.26;;;;68586.88;;;;71072.26;;;;2023;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2021;;1250448.03;;;;1015827.23;;;;931191.97;;;;2024;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2021;;71256.4;;;;66740.09;;;;48188.52;;;;2024;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2021;;75791.11;;;;72240.84;;;;71263.41;;;;2024;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2022;;1485065.06;;;;1130563.96;;;;1038588.13;;;;2025;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2022;;71813.04;;;;52184.14;;;;71813.04;;;;2025;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2022;;71813.04;;;;71804.87;;;;71813.04;;;;2025;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2023;;1598364.31;;;;1141614.29;;;;1256005.44;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2023;;52836.46;;;;78033.97;;;;14133.21;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2023;;76660.44;;;;78728.39;;;;76660.44;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2024;;2018881.45;;;;1518147.06;;;;1216825.06;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2024;;80988.48;;;;74221.31;;;;80988.48;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2024;;80988.48;;;;80965.41;;;;80988.48;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Diretoria Estatutária;2025;;2341685.44;;;;1711389.75;;;;1408277.03;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho de Administração;2025;;63034.91;;;;76177.0;;;;18308.89;;;;2026;so realizado;Financials;Banco do Brasil
00.000.000/0001-91;BCO BRASIL S.A.;Conselho Fiscal;2025;;91093.17;;;;88097.84;;;;91093.17;;;;2026;so realizado;Financials;Banco do Brasil
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2008;;15972288.0;;;;5485930.0;;;;1771950.0;;;;2011;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2008;;0.0;;;;0.0;;;;0.0;;;;2011;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2009;;424000.0;;;;337987.0;;;;216000.0;;;;2012;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2009;;0.0;;;;0.0;;;;0.0;;;;2012;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2010;;0.0;;;;0.0;;;;0.0;;;;2013;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2010;;0.0;;;;0.0;;;;0.0;;;;2013;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2013;;0.0;;;;0.0;;;;0.0;;;;2016;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2013;;0.0;;;;0.0;;;;0.0;;;;2016;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2014;;0.0;;;;0.0;;;;0.0;;;;2017;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2014;;0.0;;;;0.0;;;;0.0;;;;2017;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2015;;10300000.0;;;;4806706.04;;;;1050000.0;;;;2018;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2015;;165975.0;;;;165975.0;;;;165975.0;;;;2018;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2016;;8300000.0;;;;3842230.77;;;;800000.0;;;;2019;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2016;;245000.0;;;;245000.0;;;;245000.0;;;;2019;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Diretoria Estatutária;2017;;4700000.0;;;;2919461.54;;;;1000000.0;;;;2020;so realizado;Financials;BTG Pactual
30.306.294/0001-45;BCO BTG PACTUAL S.A.;Conselho de Administração;2017;;4800000.0;;;;2211333.33;;;;203693.75;;;;2020;so realizado;Financials;BTG Pactual
